condition,qid,q_label,page_id,filename,gt,model,run,response,signed_error
guided,8,Quondam count,27,AVS IS 758-781 1768 02 20.jpg,0,Claude,10,0,0
guided,9,Con count,27,AVS IS 758-781 1768 02 20.jpg,12,Claude,10,10,-2
guided,11,E conjunction count,27,AVS IS 758-781 1768 02 20.jpg,3,Claude,10,5,2
guided,13,Named travelers,27,AVS IS 758-781 1768 02 20.jpg,35,Claude,10,42,7
guided,14,Unnamed travelers,27,AVS IS 758-781 1768 02 20.jpg,17,Claude,10,15,-2
guided,15,Places of origin,27,AVS IS 758-781 1768 02 20.jpg,15,Claude,10,18,3
guided,16,Unique places of stay,27,AVS IS 758-781 1768 02 20.jpg,5,Claude,10,7,2
guided,18,Stay w/ person name,27,AVS IS 758-781 1768 02 20.jpg,2,Claude,10,3,1
guided,19,Bracket total,27,AVS IS 758-781 1768 02 20.jpg,7,Claude,10,10,3
guided,7,Archivist marks,6,AVS IS 758-781 1768 03 26.jpg,2,Claude,10,1,-1
guided,8,Quondam count,6,AVS IS 758-781 1768 03 26.jpg,2,Claude,10,0,-2
guided,9,Con count,6,AVS IS 758-781 1768 03 26.jpg,8,Claude,10,7,-1
guided,11,E conjunction count,6,AVS IS 758-781 1768 03 26.jpg,2,Claude,10,3,1
guided,13,Named travelers,6,AVS IS 758-781 1768 03 26.jpg,26,Claude,10,24,-2
guided,14,Unnamed travelers,6,AVS IS 758-781 1768 03 26.jpg,10,Claude,10,14,4
guided,15,Places of origin,6,AVS IS 758-781 1768 03 26.jpg,15,Claude,10,15,0
guided,16,Unique places of stay,6,AVS IS 758-781 1768 03 26.jpg,7,Claude,10,12,5
guided,18,Stay w/ person name,6,AVS IS 758-781 1768 03 26.jpg,6,Claude,10,6,0
guided,19,Bracket total,6,AVS IS 758-781 1768 03 26.jpg,4,Claude,10,6,2
guided,7,Archivist marks,7,AVS IS 758-781 1768 05 02.jpg,1,Claude,10,0,-1
guided,8,Quondam count,7,AVS IS 758-781 1768 05 02.jpg,1,Claude,10,2,1
guided,9,Con count,7,AVS IS 758-781 1768 05 02.jpg,2,Claude,10,2,0
guided,11,E conjunction count,7,AVS IS 758-781 1768 05 02.jpg,0,Claude,10,0,0
guided,13,Named travelers,7,AVS IS 758-781 1768 05 02.jpg,6,Claude,10,9,3
guided,14,Unnamed travelers,7,AVS IS 758-781 1768 05 02.jpg,2,Claude,10,2,0
guided,15,Places of origin,7,AVS IS 758-781 1768 05 02.jpg,4,Claude,10,4,0
guided,16,Unique places of stay,7,AVS IS 758-781 1768 05 02.jpg,3,Claude,10,4,1
guided,18,Stay w/ person name,7,AVS IS 758-781 1768 05 02.jpg,3,Claude,10,3,0
guided,19,Bracket total,7,AVS IS 758-781 1768 05 02.jpg,2,Claude,10,2,0
guided,7,Archivist marks,9,AVS IS 758-781 1768 05 08 p2.jpg,0,Claude,10,0,0
guided,8,Quondam count,9,AVS IS 758-781 1768 05 08 p2.jpg,12,Claude,10,13,1
guided,9,Con count,9,AVS IS 758-781 1768 05 08 p2.jpg,3,Claude,10,3,0
guided,11,E conjunction count,9,AVS IS 758-781 1768 05 08 p2.jpg,4,Claude,10,7,3
guided,13,Named travelers,9,AVS IS 758-781 1768 05 08 p2.jpg,33,Claude,10,35,2
guided,14,Unnamed travelers,9,AVS IS 758-781 1768 05 08 p2.jpg,11,Claude,10,12,1
guided,15,Places of origin,9,AVS IS 758-781 1768 05 08 p2.jpg,21,Claude,10,18,-3
guided,16,Unique places of stay,9,AVS IS 758-781 1768 05 08 p2.jpg,6,Claude,10,6,0
guided,18,Stay w/ person name,9,AVS IS 758-781 1768 05 08 p2.jpg,1,Claude,10,2,1
guided,19,Bracket total,9,AVS IS 758-781 1768 05 08 p2.jpg,2,Claude,10,3,1
guided,7,Archivist marks,10,AVS IS 758-781 1768 05 08 p3.jpg,1,Claude,10,0,-1
guided,8,Quondam count,10,AVS IS 758-781 1768 05 08 p3.jpg,5,Claude,10,6,1
guided,9,Con count,10,AVS IS 758-781 1768 05 08 p3.jpg,15,Claude,10,12,-3
guided,11,E conjunction count,10,AVS IS 758-781 1768 05 08 p3.jpg,3,Claude,10,5,2
guided,13,Named travelers,10,AVS IS 758-781 1768 05 08 p3.jpg,53,Claude,10,52,-1
guided,14,Unnamed travelers,10,AVS IS 758-781 1768 05 08 p3.jpg,26,Claude,10,32,6
guided,15,Places of origin,10,AVS IS 758-781 1768 05 08 p3.jpg,19,Claude,10,15,-4
guided,16,Unique places of stay,10,AVS IS 758-781 1768 05 08 p3.jpg,10,Claude,10,12,2
guided,18,Stay w/ person name,10,AVS IS 758-781 1768 05 08 p3.jpg,2,Claude,10,4,2
guided,19,Bracket total,10,AVS IS 758-781 1768 05 08 p3.jpg,10,Claude,10,12,2
guided,7,Archivist marks,11,AVS IS 758-781 1768 05 08 p4.jpg,1,Claude,10,1,0
guided,8,Quondam count,11,AVS IS 758-781 1768 05 08 p4.jpg,11,Claude,10,9,-2
guided,9,Con count,11,AVS IS 758-781 1768 05 08 p4.jpg,15,Claude,10,10,-5
guided,11,E conjunction count,11,AVS IS 758-781 1768 05 08 p4.jpg,8,Claude,10,5,-3
guided,13,Named travelers,11,AVS IS 758-781 1768 05 08 p4.jpg,62,Claude,10,68,6
guided,14,Unnamed travelers,11,AVS IS 758-781 1768 05 08 p4.jpg,33,Claude,10,24,-9
guided,15,Places of origin,11,AVS IS 758-781 1768 05 08 p4.jpg,22,Claude,10,32,10
guided,16,Unique places of stay,11,AVS IS 758-781 1768 05 08 p4.jpg,8,Claude,10,10,2
guided,18,Stay w/ person name,11,AVS IS 758-781 1768 05 08 p4.jpg,4,Claude,10,3,-1
guided,19,Bracket total,11,AVS IS 758-781 1768 05 08 p4.jpg,11,Claude,10,10,-1
guided,7,Archivist marks,12,AVS IS 758-781 1768 05 08 p5.jpg,1,Claude,10,0,-1
guided,8,Quondam count,12,AVS IS 758-781 1768 05 08 p5.jpg,2,Claude,10,4,2
guided,9,Con count,12,AVS IS 758-781 1768 05 08 p5.jpg,9,Claude,10,7,-2
guided,11,E conjunction count,12,AVS IS 758-781 1768 05 08 p5.jpg,7,Claude,10,5,-2
guided,13,Named travelers,12,AVS IS 758-781 1768 05 08 p5.jpg,38,Claude,10,35,-3
guided,14,Unnamed travelers,12,AVS IS 758-781 1768 05 08 p5.jpg,18,Claude,10,18,0
guided,15,Places of origin,12,AVS IS 758-781 1768 05 08 p5.jpg,17,Claude,10,15,-2
guided,16,Unique places of stay,12,AVS IS 758-781 1768 05 08 p5.jpg,6,Claude,10,9,3
guided,18,Stay w/ person name,12,AVS IS 758-781 1768 05 08 p5.jpg,2,Claude,10,3,1
guided,19,Bracket total,12,AVS IS 758-781 1768 05 08 p5.jpg,6,Claude,10,7,1
guided,7,Archivist marks,8,AVS IS 758-781 1768 05 08.jpg,1,Claude,10,0,-1
guided,8,Quondam count,8,AVS IS 758-781 1768 05 08.jpg,6,Claude,10,6,0
guided,9,Con count,8,AVS IS 758-781 1768 05 08.jpg,14,Claude,10,10,-4
guided,11,E conjunction count,8,AVS IS 758-781 1768 05 08.jpg,3,Claude,10,5,2
guided,13,Named travelers,8,AVS IS 758-781 1768 05 08.jpg,43,Claude,10,42,-1
guided,14,Unnamed travelers,8,AVS IS 758-781 1768 05 08.jpg,39,Claude,10,35,-4
guided,15,Places of origin,8,AVS IS 758-781 1768 05 08.jpg,19,Claude,10,15,-4
guided,16,Unique places of stay,8,AVS IS 758-781 1768 05 08.jpg,7,Claude,10,8,1
guided,18,Stay w/ person name,8,AVS IS 758-781 1768 05 08.jpg,1,Claude,10,3,2
guided,19,Bracket total,8,AVS IS 758-781 1768 05 08.jpg,6,Claude,10,10,4
guided,7,Archivist marks,14,AVS IS 758-781 1768 05 09 p1.jpg,0,Claude,10,0,0
guided,8,Quondam count,14,AVS IS 758-781 1768 05 09 p1.jpg,11,Claude,10,12,1
guided,9,Con count,14,AVS IS 758-781 1768 05 09 p1.jpg,5,Claude,10,5,0
guided,11,E conjunction count,14,AVS IS 758-781 1768 05 09 p1.jpg,3,Claude,10,5,2
guided,13,Named travelers,14,AVS IS 758-781 1768 05 09 p1.jpg,22,Claude,10,28,6
guided,14,Unnamed travelers,14,AVS IS 758-781 1768 05 09 p1.jpg,8,Claude,10,11,3
guided,15,Places of origin,14,AVS IS 758-781 1768 05 09 p1.jpg,10,Claude,10,10,0
guided,16,Unique places of stay,14,AVS IS 758-781 1768 05 09 p1.jpg,9,Claude,10,12,3
guided,18,Stay w/ person name,14,AVS IS 758-781 1768 05 09 p1.jpg,12,Claude,10,16,4
guided,19,Bracket total,14,AVS IS 758-781 1768 05 09 p1.jpg,0,Claude,10,0,0
guided,7,Archivist marks,13,AVS IS 758-781 1768 05 09 p2.jpg,0,Claude,10,0,0
guided,8,Quondam count,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Claude,10,1,0
guided,9,Con count,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Claude,10,1,0
guided,11,E conjunction count,13,AVS IS 758-781 1768 05 09 p2.jpg,0,Claude,10,0,0
guided,13,Named travelers,13,AVS IS 758-781 1768 05 09 p2.jpg,6,Claude,10,8,2
guided,14,Unnamed travelers,13,AVS IS 758-781 1768 05 09 p2.jpg,3,Claude,10,2,-1
guided,15,Places of origin,13,AVS IS 758-781 1768 05 09 p2.jpg,3,Claude,10,5,2
guided,16,Unique places of stay,13,AVS IS 758-781 1768 05 09 p2.jpg,2,Claude,10,3,1
guided,18,Stay w/ person name,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Claude,10,2,1
guided,19,Bracket total,13,AVS IS 758-781 1768 05 09 p2.jpg,1,Claude,10,1,0
guided,7,Archivist marks,15,AVS IS 758-781 1768 05 09 p3.jpg,0,Claude,10,0,0
guided,8,Quondam count,15,AVS IS 758-781 1768 05 09 p3.jpg,2,Claude,10,0,-2
guided,9,Con count,15,AVS IS 758-781 1768 05 09 p3.jpg,1,Claude,10,1,0
guided,11,E conjunction count,15,AVS IS 758-781 1768 05 09 p3.jpg,0,Claude,10,0,0
guided,13,Named travelers,15,AVS IS 758-781 1768 05 09 p3.jpg,5,Claude,10,6,1
guided,14,Unnamed travelers,15,AVS IS 758-781 1768 05 09 p3.jpg,1,Claude,10,1,0
guided,15,Places of origin,15,AVS IS 758-781 1768 05 09 p3.jpg,5,Claude,10,5,0
guided,16,Unique places of stay,15,AVS IS 758-781 1768 05 09 p3.jpg,4,Claude,10,5,1
guided,18,Stay w/ person name,15,AVS IS 758-781 1768 05 09 p3.jpg,4,Claude,10,5,1
guided,19,Bracket total,15,AVS IS 758-781 1768 05 09 p3.jpg,0,Claude,10,0,0
guided,7,Archivist marks,16,AVS IS 758-781 1768 05 16.jpg,1,Claude,10,0,-1
guided,8,Quondam count,16,AVS IS 758-781 1768 05 16.jpg,7,Claude,10,6,-1
guided,9,Con count,16,AVS IS 758-781 1768 05 16.jpg,5,Claude,10,3,-2
guided,11,E conjunction count,16,AVS IS 758-781 1768 05 16.jpg,0,Claude,10,2,2
guided,13,Named travelers,16,AVS IS 758-781 1768 05 16.jpg,20,Claude,10,21,1
guided,14,Unnamed travelers,16,AVS IS 758-781 1768 05 16.jpg,10,Claude,10,8,-2
guided,15,Places of origin,16,AVS IS 758-781 1768 05 16.jpg,7,Claude,10,10,3
guided,16,Unique places of stay,16,AVS IS 758-781 1768 05 16.jpg,7,Claude,10,6,-1
guided,18,Stay w/ person name,16,AVS IS 758-781 1768 05 16.jpg,5,Claude,10,5,0
guided,19,Bracket total,16,AVS IS 758-781 1768 05 16.jpg,3,Claude,10,4,1
guided,7,Archivist marks,21,AVS IS 758-781 1768 05.jpg,1,Claude,10,1,0
guided,8,Quondam count,21,AVS IS 758-781 1768 05.jpg,3,Claude,10,3,0
guided,9,Con count,21,AVS IS 758-781 1768 05.jpg,4,Claude,10,4,0
guided,11,E conjunction count,21,AVS IS 758-781 1768 05.jpg,5,Claude,10,8,3
guided,13,Named travelers,21,AVS IS 758-781 1768 05.jpg,27,Claude,10,28,1
guided,14,Unnamed travelers,21,AVS IS 758-781 1768 05.jpg,12,Claude,10,12,0
guided,15,Places of origin,21,AVS IS 758-781 1768 05.jpg,15,Claude,10,14,-1
guided,16,Unique places of stay,21,AVS IS 758-781 1768 05.jpg,9,Claude,10,8,-1
guided,18,Stay w/ person name,21,AVS IS 758-781 1768 05.jpg,4,Claude,10,4,0
guided,19,Bracket total,21,AVS IS 758-781 1768 05.jpg,6,Claude,10,8,2
guided,7,Archivist marks,17,AVS IS 758-781 1768 08 01.jpg,1,Claude,10,1,0
guided,8,Quondam count,17,AVS IS 758-781 1768 08 01.jpg,2,Claude,10,2,0
guided,9,Con count,17,AVS IS 758-781 1768 08 01.jpg,5,Claude,10,5,0
guided,11,E conjunction count,17,AVS IS 758-781 1768 08 01.jpg,1,Claude,10,2,1
guided,13,Named travelers,17,AVS IS 758-781 1768 08 01.jpg,14,Claude,10,15,1
guided,14,Unnamed travelers,17,AVS IS 758-781 1768 08 01.jpg,23,Claude,10,24,1
guided,15,Places of origin,17,AVS IS 758-781 1768 08 01.jpg,7,Claude,10,7,0
guided,16,Unique places of stay,17,AVS IS 758-781 1768 08 01.jpg,6,Claude,10,7,1
guided,18,Stay w/ person name,17,AVS IS 758-781 1768 08 01.jpg,3,Claude,10,4,1
guided,19,Bracket total,17,AVS IS 758-781 1768 08 01.jpg,1,Claude,10,2,1
guided,7,Archivist marks,18,AVS IS 758-781 1768 09.jpg,1,Claude,10,2,1
guided,8,Quondam count,18,AVS IS 758-781 1768 09.jpg,6,Claude,10,7,1
guided,9,Con count,18,AVS IS 758-781 1768 09.jpg,3,Claude,10,3,0
guided,11,E conjunction count,18,AVS IS 758-781 1768 09.jpg,1,Claude,10,1,0
guided,13,Named travelers,18,AVS IS 758-781 1768 09.jpg,11,Claude,10,12,1
guided,14,Unnamed travelers,18,AVS IS 758-781 1768 09.jpg,5,Claude,10,6,1
guided,15,Places of origin,18,AVS IS 758-781 1768 09.jpg,5,Claude,10,5,0
guided,16,Unique places of stay,18,AVS IS 758-781 1768 09.jpg,4,Claude,10,4,0
guided,18,Stay w/ person name,18,AVS IS 758-781 1768 09.jpg,1,Claude,10,2,1
guided,19,Bracket total,18,AVS IS 758-781 1768 09.jpg,2,Claude,10,2,0
guided,7,Archivist marks,19,AVS IS 758-781 1768 11 07.jpg,0,Claude,10,0,0
guided,8,Quondam count,19,AVS IS 758-781 1768 11 07.jpg,2,Claude,10,2,0
guided,9,Con count,19,AVS IS 758-781 1768 11 07.jpg,7,Claude,10,6,-1
guided,11,E conjunction count,19,AVS IS 758-781 1768 11 07.jpg,5,Claude,10,4,-1
guided,13,Named travelers,19,AVS IS 758-781 1768 11 07.jpg,26,Claude,10,28,2
guided,14,Unnamed travelers,19,AVS IS 758-781 1768 11 07.jpg,15,Claude,10,12,-3
guided,15,Places of origin,19,AVS IS 758-781 1768 11 07.jpg,14,Claude,10,15,1
guided,16,Unique places of stay,19,AVS IS 758-781 1768 11 07.jpg,9,Claude,10,10,1
guided,18,Stay w/ person name,19,AVS IS 758-781 1768 11 07.jpg,5,Claude,10,5,0
guided,19,Bracket total,19,AVS IS 758-781 1768 11 07.jpg,3,Claude,10,6,3
guided,7,Archivist marks,20,AVS IS 758-781 1768 11 28.jpg,2,Claude,10,2,0
guided,8,Quondam count,20,AVS IS 758-781 1768 11 28.jpg,2,Claude,10,0,-2
guided,9,Con count,20,AVS IS 758-781 1768 11 28.jpg,7,Claude,10,6,-1
guided,11,E conjunction count,20,AVS IS 758-781 1768 11 28.jpg,0,Claude,10,0,0
guided,13,Named travelers,20,AVS IS 758-781 1768 11 28.jpg,22,Claude,10,24,2
guided,14,Unnamed travelers,20,AVS IS 758-781 1768 11 28.jpg,10,Claude,10,10,0
guided,15,Places of origin,20,AVS IS 758-781 1768 11 28.jpg,13,Claude,10,12,-1
guided,16,Unique places of stay,20,AVS IS 758-781 1768 11 28.jpg,8,Claude,10,9,1
guided,18,Stay w/ person name,20,AVS IS 758-781 1768 11 28.jpg,4,Claude,10,6,2
guided,19,Bracket total,20,AVS IS 758-781 1768 11 28.jpg,5,Claude,10,6,1
guided,7,Archivist marks,29,AVS IS 758-781 1769 05 p1.jpg,0,Claude,10,0,0
guided,8,Quondam count,29,AVS IS 758-781 1769 05 p1.jpg,4,Claude,10,4,0
guided,9,Con count,29,AVS IS 758-781 1769 05 p1.jpg,2,Claude,10,2,0
guided,11,E conjunction count,29,AVS IS 758-781 1769 05 p1.jpg,4,Claude,10,3,-1
guided,13,Named travelers,29,AVS IS 758-781 1769 05 p1.jpg,13,Claude,10,17,4
guided,14,Unnamed travelers,29,AVS IS 758-781 1769 05 p1.jpg,6,Claude,10,2,-4
guided,15,Places of origin,29,AVS IS 758-781 1769 05 p1.jpg,2,Claude,10,3,1
guided,16,Unique places of stay,29,AVS IS 758-781 1769 05 p1.jpg,9,Claude,10,13,4
guided,18,Stay w/ person name,29,AVS IS 758-781 1769 05 p1.jpg,13,Claude,10,13,0
guided,19,Bracket total,29,AVS IS 758-781 1769 05 p1.jpg,0,Claude,10,0,0
guided,7,Archivist marks,31,AVS IS 758-781 1770 03.jpg,1,Claude,10,1,0
guided,8,Quondam count,31,AVS IS 758-781 1770 03.jpg,0,Claude,10,0,0
guided,9,Con count,31,AVS IS 758-781 1770 03.jpg,2,Claude,10,2,0
guided,11,E conjunction count,31,AVS IS 758-781 1770 03.jpg,0,Claude,10,2,2
guided,13,Named travelers,31,AVS IS 758-781 1770 03.jpg,14,Claude,10,12,-2
guided,14,Unnamed travelers,31,AVS IS 758-781 1770 03.jpg,3,Claude,10,3,0
guided,15,Places of origin,31,AVS IS 758-781 1770 03.jpg,6,Claude,10,5,-1
guided,16,Unique places of stay,31,AVS IS 758-781 1770 03.jpg,3,Claude,10,4,1
guided,18,Stay w/ person name,31,AVS IS 758-781 1770 03.jpg,9,Claude,10,10,1
guided,19,Bracket total,31,AVS IS 758-781 1770 03.jpg,4,Claude,10,6,2
guided,7,Archivist marks,32,AVS IS 758-781 1770 05 13.jpg,2,Claude,10,1,-1
guided,8,Quondam count,32,AVS IS 758-781 1770 05 13.jpg,0,Claude,10,0,0
guided,9,Con count,32,AVS IS 758-781 1770 05 13.jpg,7,Claude,10,6,-1
guided,11,E conjunction count,32,AVS IS 758-781 1770 05 13.jpg,1,Claude,10,2,1
guided,13,Named travelers,32,AVS IS 758-781 1770 05 13.jpg,16,Claude,10,17,1
guided,14,Unnamed travelers,32,AVS IS 758-781 1770 05 13.jpg,7,Claude,10,6,-1
guided,15,Places of origin,32,AVS IS 758-781 1770 05 13.jpg,9,Claude,10,9,0
guided,16,Unique places of stay,32,AVS IS 758-781 1770 05 13.jpg,5,Claude,10,6,1
guided,18,Stay w/ person name,32,AVS IS 758-781 1770 05 13.jpg,1,Claude,10,1,0
guided,19,Bracket total,32,AVS IS 758-781 1770 05 13.jpg,2,Claude,10,4,2
guided,7,Archivist marks,34,AVS IS 758-781 1770 05 17 p1.jpg,2,Claude,10,2,0
guided,8,Quondam count,34,AVS IS 758-781 1770 05 17 p1.jpg,0,Claude,10,0,0
guided,9,Con count,34,AVS IS 758-781 1770 05 17 p1.jpg,8,Claude,10,9,1
guided,11,E conjunction count,34,AVS IS 758-781 1770 05 17 p1.jpg,3,Claude,10,5,2
guided,13,Named travelers,34,AVS IS 758-781 1770 05 17 p1.jpg,29,Claude,10,28,-1
guided,14,Unnamed travelers,34,AVS IS 758-781 1770 05 17 p1.jpg,16,Claude,10,18,2
guided,15,Places of origin,34,AVS IS 758-781 1770 05 17 p1.jpg,14,Claude,10,14,0
guided,16,Unique places of stay,34,AVS IS 758-781 1770 05 17 p1.jpg,7,Claude,10,9,2
guided,18,Stay w/ person name,34,AVS IS 758-781 1770 05 17 p1.jpg,4,Claude,10,4,0
guided,19,Bracket total,34,AVS IS 758-781 1770 05 17 p1.jpg,6,Claude,10,8,2
guided,7,Archivist marks,35,AVS IS 758-781 1770 05 17 p2.jpg,1,Claude,10,1,0
guided,8,Quondam count,35,AVS IS 758-781 1770 05 17 p2.jpg,4,Claude,10,0,-4
guided,9,Con count,35,AVS IS 758-781 1770 05 17 p2.jpg,1,Claude,10,3,2
guided,11,E conjunction count,35,AVS IS 758-781 1770 05 17 p2.jpg,0,Claude,10,2,2
guided,13,Named travelers,35,AVS IS 758-781 1770 05 17 p2.jpg,17,Claude,10,21,4
guided,14,Unnamed travelers,35,AVS IS 758-781 1770 05 17 p2.jpg,1,Claude,10,2,1
guided,15,Places of origin,35,AVS IS 758-781 1770 05 17 p2.jpg,8,Claude,10,8,0
guided,16,Unique places of stay,35,AVS IS 758-781 1770 05 17 p2.jpg,10,Claude,10,11,1
guided,18,Stay w/ person name,35,AVS IS 758-781 1770 05 17 p2.jpg,13,Claude,10,15,2
guided,19,Bracket total,35,AVS IS 758-781 1770 05 17 p2.jpg,2,Claude,10,3,1
guided,7,Archivist marks,36,AVS IS 758-781 1770 05 28 p1.jpg,3,Claude,10,3,0
guided,8,Quondam count,36,AVS IS 758-781 1770 05 28 p1.jpg,0,Claude,10,0,0
guided,9,Con count,36,AVS IS 758-781 1770 05 28 p1.jpg,10,Claude,10,10,0
guided,11,E conjunction count,36,AVS IS 758-781 1770 05 28 p1.jpg,4,Claude,10,5,1
guided,13,Named travelers,36,AVS IS 758-781 1770 05 28 p1.jpg,37,Claude,10,42,5
guided,14,Unnamed travelers,36,AVS IS 758-781 1770 05 28 p1.jpg,22,Claude,10,26,4
guided,15,Places of origin,36,AVS IS 758-781 1770 05 28 p1.jpg,19,Claude,10,18,-1
guided,16,Unique places of stay,36,AVS IS 758-781 1770 05 28 p1.jpg,6,Claude,10,6,0
guided,18,Stay w/ person name,36,AVS IS 758-781 1770 05 28 p1.jpg,4,Claude,10,6,2
guided,19,Bracket total,36,AVS IS 758-781 1770 05 28 p1.jpg,8,Claude,10,10,2
guided,7,Archivist marks,37,AVS IS 758-781 1770 05 28 p2.jpg,4,Claude,10,2,-2
guided,8,Quondam count,37,AVS IS 758-781 1770 05 28 p2.jpg,0,Claude,10,0,0
guided,9,Con count,37,AVS IS 758-781 1770 05 28 p2.jpg,16,Claude,10,12,-4
guided,11,E conjunction count,37,AVS IS 758-781 1770 05 28 p2.jpg,8,Claude,10,7,-1
guided,13,Named travelers,37,AVS IS 758-781 1770 05 28 p2.jpg,49,Claude,10,52,3
guided,14,Unnamed travelers,37,AVS IS 758-781 1770 05 28 p2.jpg,35,Claude,10,32,-3
guided,15,Places of origin,37,AVS IS 758-781 1770 05 28 p2.jpg,25,Claude,10,25,0
guided,16,Unique places of stay,37,AVS IS 758-781 1770 05 28 p2.jpg,8,Claude,10,12,4
guided,18,Stay w/ person name,37,AVS IS 758-781 1770 05 28 p2.jpg,2,Claude,10,4,2
guided,19,Bracket total,37,AVS IS 758-781 1770 05 28 p2.jpg,13,Claude,10,18,5
guided,7,Archivist marks,38,AVS IS 758-781 1770 05 28 p3.jpg,0,Claude,10,0,0
guided,8,Quondam count,38,AVS IS 758-781 1770 05 28 p3.jpg,5,Claude,10,0,-5
guided,9,Con count,38,AVS IS 758-781 1770 05 28 p3.jpg,1,Claude,10,1,0
guided,11,E conjunction count,38,AVS IS 758-781 1770 05 28 p3.jpg,3,Claude,10,4,1
guided,13,Named travelers,38,AVS IS 758-781 1770 05 28 p3.jpg,31,Claude,10,35,4
guided,14,Unnamed travelers,38,AVS IS 758-781 1770 05 28 p3.jpg,3,Claude,10,1,-2
guided,15,Places of origin,38,AVS IS 758-781 1770 05 28 p3.jpg,11,Claude,10,8,-3
guided,16,Unique places of stay,38,AVS IS 758-781 1770 05 28 p3.jpg,10,Claude,10,12,2
guided,18,Stay w/ person name,38,AVS IS 758-781 1770 05 28 p3.jpg,14,Claude,10,13,-1
guided,19,Bracket total,38,AVS IS 758-781 1770 05 28 p3.jpg,7,Claude,10,12,5
guided,7,Archivist marks,33,AVS IS 758-781 1770 05.jpg,0,Claude,10,0,0
guided,8,Quondam count,33,AVS IS 758-781 1770 05.jpg,0,Claude,10,0,0
guided,9,Con count,33,AVS IS 758-781 1770 05.jpg,4,Claude,10,3,-1
guided,11,E conjunction count,33,AVS IS 758-781 1770 05.jpg,1,Claude,10,6,5
guided,13,Named travelers,33,AVS IS 758-781 1770 05.jpg,18,Claude,10,22,4
guided,14,Unnamed travelers,33,AVS IS 758-781 1770 05.jpg,5,Claude,10,6,1
guided,15,Places of origin,33,AVS IS 758-781 1770 05.jpg,10,Claude,10,10,0
guided,16,Unique places of stay,33,AVS IS 758-781 1770 05.jpg,7,Claude,10,9,2
guided,18,Stay w/ person name,33,AVS IS 758-781 1770 05.jpg,3,Claude,10,4,1
guided,19,Bracket total,33,AVS IS 758-781 1770 05.jpg,3,Claude,10,6,3
guided,7,Archivist marks,39,AVS IS 758-781 1770 08.jpg,1,Claude,10,1,0
guided,8,Quondam count,39,AVS IS 758-781 1770 08.jpg,0,Claude,10,0,0
guided,9,Con count,39,AVS IS 758-781 1770 08.jpg,2,Claude,10,2,0
guided,11,E conjunction count,39,AVS IS 758-781 1770 08.jpg,0,Claude,10,0,0
guided,13,Named travelers,39,AVS IS 758-781 1770 08.jpg,10,Claude,10,10,0
guided,14,Unnamed travelers,39,AVS IS 758-781 1770 08.jpg,3,Claude,10,3,0
guided,15,Places of origin,39,AVS IS 758-781 1770 08.jpg,9,Claude,10,9,0
guided,16,Unique places of stay,39,AVS IS 758-781 1770 08.jpg,5,Claude,10,6,1
guided,18,Stay w/ person name,39,AVS IS 758-781 1770 08.jpg,1,Claude,10,1,0
guided,19,Bracket total,39,AVS IS 758-781 1770 08.jpg,1,Claude,10,1,0
guided,7,Archivist marks,28,AVS IS 758-781 1766 02.jpg,0,GPT,1,0,0
guided,8,Quondam count,28,AVS IS 758-781 1766 02.jpg,9,GPT,1,0,-9
guided,9,Con count,28,AVS IS 758-781 1766 02.jpg,4,GPT,1,4,0
guided,11,E conjunction count,28,AVS IS 758-781 1766 02.jpg,2,GPT,1,4,2
guided,13,Named travelers,28,AVS IS 758-781 1766 02.jpg,19,GPT,1,22,3
guided,14,Unnamed travelers,28,AVS IS 758-781 1766 02.jpg,11,GPT,1,2,-9
guided,15,Places of origin,28,AVS IS 758-781 1766 02.jpg,10,GPT,1,6,-4
guided,16,Unique places of stay,28,AVS IS 758-781 1766 02.jpg,8,GPT,1,4,-4
guided,18,Stay w/ person name,28,AVS IS 758-781 1766 02.jpg,12,GPT,1,8,-4
guided,19,Bracket total,28,AVS IS 758-781 1766 02.jpg,1,GPT,1,1,0
guided,7,Archivist marks,2,AVS IS 758-781 1767 02 01 p1.jpg,1,GPT,1,0,-1
guided,8,Quondam count,2,AVS IS 758-781 1767 02 01 p1.jpg,2,GPT,1,0,-2
guided,9,Con count,2,AVS IS 758-781 1767 02 01 p1.jpg,9,GPT,1,4,-5
guided,11,E conjunction count,2,AVS IS 758-781 1767 02 01 p1.jpg,3,GPT,1,0,-3
guided,13,Named travelers,2,AVS IS 758-781 1767 02 01 p1.jpg,35,GPT,1,29,-6
guided,14,Unnamed travelers,2,AVS IS 758-781 1767 02 01 p1.jpg,18,GPT,1,7,-11
guided,15,Places of origin,2,AVS IS 758-781 1767 02 01 p1.jpg,23,GPT,1,11,-12
guided,16,Unique places of stay,2,AVS IS 758-781 1767 02 01 p1.jpg,7,GPT,1,8,1
guided,18,Stay w/ person name,2,AVS IS 758-781 1767 02 01 p1.jpg,5,GPT,1,7,2
guided,19,Bracket total,2,AVS IS 758-781 1767 02 01 p1.jpg,4,GPT,1,4,0
guided,7,Archivist marks,3,AVS IS 758-781 1767 02 01 p2.jpg,0,GPT,1,0,0
